gbifID,reproductiveCondition,occurrenceStatus,habitat,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,georeferencedDate,elevation,elevationAccuracy,datetime,date
1304443221,,PRESENT,"Open ridgetop under mixed conifer with platey, copper soil; slope 0-5; aspect ridgetop.",,,,46.015833,-117.801667,,,,2002-07-01,2002-07-01
1304443219,,PRESENT,Mixed conifer woods with brown powdery soils; slope 0-15; aspect ridgetop and southwest.,,,,46.159444,-117.631389,,,,2002-07-24,2002-07-24
1304443218,,PRESENT,"Lodgepole pine, ponderosa pine, and Douglas fir overstory with Vaccinium and Lupinus understory in fine, deep, chocolate brown soil; slope 0-5; aspect none.",,,,45.055556,-119.282778,,,,2002-06-21,2002-06-21
1304443217,,PRESENT,"Partially shaded slope in rocky to fine, tan soil; slope 15; aspect ravine.",,,,45.536667,-118.124722,,,,2002-07-15,2002-07-15
1304443216,,PRESENT,"Grand fir and Douglas fir overstory in fine, light brown soil; slope 0-5; aspect mountaintop.",,,,46.24,-117.585833,,,,2002-07-05,2002-07-05
1304443215,,PRESENT,White spruce with Corylus and Lycopodium.,,,,44.39417,-104.0825,,,,1986-08-20,1986-08-20
1304443214,,PRESENT,"Mixed coniferous forest of Douglas fir, Engelmann spruce, and ponderosa pine with Carex geyeri, Linnaea borealis, Erythronium grandiflorum, Thalictrum occidentale, and Arnica cordifolia.",,,,45.6082,-113.9713,,,,2006-06-26,2006-06-26
1304443213,,PRESENT,"Open mixed conifer stand; soil fine, deep, brown; slope 0-20; aspect east.",,,,45.844167,-117.790056,,,,2001-06-20,2001-06-20
1304443212,,PRESENT,"Spruce and Douglas fir forest in fine, deep soil; slope 10-15; aspect ridgetop and southeast.",,,,45.986111,-117.938611,,,,2002-07-16,2002-07-16
1304443211,,PRESENT,Scab and dry forest with Vaccinium understory; soil shallow to fine and deep; slope 5; aspect south.,,,,46.205278,-117.574167,,,,2001-07-20,2001-07-20
1304443210,,PRESENT,"Lodgepole pine forests, meadows, and drainages.",,,,43.8656,-110.0033,,,,1987-06-26,1987-06-26
1304443209,,PRESENT,"Mixed conifer woods and partial shaded area nearby; soil fine, deep; slope 0-10; aspect ridgetop and easterly.",,,,45.9525,-117.956111,,,,2001-07-24,2001-07-24
1304443207,,PRESENT,Mixed conifer overstory with Vaccinium and Chimaphila in understory; slope <5; aspect butte top.,,,,46.263611,-117.731389,,,,2002-07-19,2002-07-19
1304443203,,PRESENT,In Vaccinium scoparium area; slope 0-15; aspect southeast.,,,,44.917778,-118.505,,,,2002-08-05,2002-08-05
1304443202,,PRESENT,Under spruce and grand fir and in spring.,,,,46.024722,-117.652222,,,,2002-07-27,2002-07-27
1304443201,,PRESENT,Mixed conifer forest; slope 5-15; aspect east and ridgetop.,,,,46.056111,-117.684167,,,,2002-07-27,2002-07-27
1304443200,,PRESENT,"Open to partially shaded butte, under lodgepole pine and grand fir; slope < 5.",,,,46.062222,-117.844444,,,,2002-07-21,2002-07-21
1304443199,,PRESENT,Spruce-fir and white bark pine forests and bald summits and rocky outcrops.,,,,44.4618,-110.1477,,,,1987-06-29,1987-06-29
1304443198,,PRESENT,Mixed conifer forest.,,,,43.1047,-110.8842,,,,1992-08-10,1992-08-10
1304443197,,PRESENT,"Dry woods; soil fine, deep; slope 0-10; aspect southeast.",,,,45.781667,-117.826111,,,,2001-08-05,2001-08-05
1304443196,,PRESENT,"Partial to full shade of Douglas fir in fine, deep soil; slope 0-20; aspect ridgetop and north.",,,,45.712389,-118.109611,,,,2002-05-27,2002-05-27
1304443195,,PRESENT,"Larix and Douglas fir dominate overstory (Douglas fir dying off) with Vaccinium scoparium, Shepherdia and Paxistima in fine, deep soil; slope 15; aspect northwest.",,,,45.117222,-119.436389,,,,2002-06-05,2002-06-05
1304443194,,PRESENT,"Mixed conifer woods; soil fine, deep, brown; slope 0-15.",,,,45.468056,-118.291111,,,,2001-08-01,2001-08-01
1304443193,,PRESENT,Forested hillside and drainage.,,,,43.9528,-109.7614,,,,1988-07-11,1988-07-11
1304443192,,PRESENT,"Lodgepole pine, Douglas fir, spruce, Larix with Chimaphila, Pedicularis, Vaccinium scoparium in fine, deep soil; slope 10-20; aspect east.",,,,45.0575,-118.589722,,,,2002-06-22,2002-06-22
1304443191,,PRESENT,"Mixed conifer woods; soil fine, ashy, pale; slope 0-10; aspect north.",,,,45.928611,-117.72,,,,2001-06-24,2001-06-24
1304443189,,PRESENT,"Dryer mixed conifer area with large sunny openings, understory dominated by shrubs; soil fine, powdery, brown; slope 0-10; aspect ridgetop.",,,,45.609333,-118.17,,,,2001-06-19,2001-06-19
1304443188,,PRESENT,Trail through burn (1988) and upland meadows and slopes with fellfields and talus; scattered Douglas fir and subalpine fir.,,,,48.5032,-118.4227,,,,1996-08-03,1996-08-03
1304443187,,PRESENT,"Wet meadow with Senecio, Lupinus and Castilleja in sunny opening, surrounded by mixed conifer stand; soil organic, deep; slope 0-5; aspect south.",,,,45.9425,-117.628889,,,,2001-06-24,2001-06-24
1304443186,,PRESENT,Lodgepole pine forest with a groundlayer of Vaccinium scoparium and in more open areas with Trifolium haydenii.,,,,45.6540259,-109.3579352,,,,1989-08-08,1989-08-08
1304443185,,PRESENT,"Riparian area; soil fine, deep, brown to organic; slope 0-10; aspect ravine.",,,,45.668333,-118.037778,,,,2001-07-18,2001-07-18
1304443184,,PRESENT,"Mixed conifer forest, wilderness trial with lots of lodgepole pine (dominant); slope 5-15; aspect southerly.",,,,44.951111,-118.610556,,,,2002-08-05,2002-08-05
1304443183,,PRESENT,Mixed conifer woods; soil fine; slope 0-20; aspect southeast.,,,,45.9185,-117.773417,,,,2001-08-05,2001-08-05
1304443182,,PRESENT,Riparian zone in cedar-hemlock forest between clearcuts.,,,,48.6485,-117.5301,,,,1996-08-01,1996-08-01
1304443181,,PRESENT,"Under spruce, Larix and Taxus; slope 5-15; aspect east and southeast.",,,,45.086111,-117.67,,,,2002-07-27,2002-07-27
1304443180,,PRESENT,"In ca 5 year old burned forest; regenerating lodgepole pine with Ceanothus and Arctostaphylos in fine, deep, pale soil; slope 10; aspect southwest.",,,,45.048056,-118.625,,,,2002-06-22,2002-06-22
1304443179,,PRESENT,On basalt and rock in spring under spruce.,,,,46.079444,-117.462778,,,,2002-07-27,2002-07-27
1304443178,,PRESENT,"In ca 5 year old burned forest; regenerating lodgepole pine with Ceanothus and Arctostaphylos in fine, deep, pale soil; slope 10; aspect southwest.",,,,45.048056,-118.625,,,,2002-06-22,2002-06-22
1304443177,,PRESENT,"Mixed conifer in fine, deep soil; slope 0-5; aspect ridgetop.",,,,46.048333,-117.783611,,,,2002-07-03,2002-07-03
1304443176,,PRESENT,"Opening surrounded by Douglas fir and grand fir with lupine and Achillea in the understory with shallow, chocolate brown soil over basalt; slope 0; aspect ridgetop.",,,,45.116111,-119.418611,,,,2002-06-05,2002-06-05
1304443175,,PRESENT,Meadows and open coniferous forests.,,,,42.7006,-110.7881,,,,1992-07-19,1992-07-19
1304443174,,PRESENT,"In river canyon close to tributaries, very humid, mature mixed conifer overstory of spruce and grand fir; soil fine, deep; slope 5-10; aspect northerly.",,,,45.865778,-117.892444,,,,2001-08-07,2001-08-07
1304443173,,PRESENT,Series of old beaver dams along small creek.,,,,48.576,-118.4445,,,,1996-08-11,1996-08-11
1304443172,,PRESENT,"Directly along trail under spruce, Taxus, grand fir with Tiarella and Chimaphila with fine, deep soil; slope 0, aspect none",,,,46.186111,-117.613056,,,,2002-07-19,2002-07-19
1304443171,,PRESENT,"Dry area of mixed conifer woods; soil fine, deep, pale; slope 0-15; aspect east.",,,,45.600556,-118.2425,,,,2001-07-16,2001-07-16
1304443170,,PRESENT,"Mixed conifer overstory with Arnica, Thalictrum, Polemonium, and Valeriana in understory; soil fine, deep; slope 5-15; aspect east and west.",,,,46.171944,-117.758611,,,,2001-07-14,2001-07-14
1304443169,,PRESENT,"Coniferous forest dominated by Pseudotsuga, Amelanchier and Vaccinium.",,,,43.7778,-110.9941,,,,1991-06-16,1991-06-16
1304443168,,PRESENT,"In moderately moist area with grand fir overstory; soil deep, dark brown; slope 5; aspect ridgetop and southwest.",,,,46.01325,-117.758417,,,,2001-08-03,2001-08-03
1304443167,,PRESENT,Along trail through meadows and woodland margins.,,,,42.93,-110.8247,,,,1992-08-16,1992-08-16
1304443166,,PRESENT,"Dry woods area; soil fine, deep.",,,,46.087778,-117.901111,,,,2001-08-03,2001-08-03
1304443165,,PRESENT,"Dry woods and opening, disturbed; soil fine, deep, brown; slope 0-10; aspect ridgetop.",,,,46.136667,-117.425833,,,,2001-07-20,2001-07-20
1304443164,,PRESENT,"Partial shade of Douglas fir, grand fir overstory; soil moist, fine, deep, brown.",,,,45.500556,-118.106667,,,,2001-08-01,2001-08-01
1304443163,,PRESENT,"Lodgepole pine, with Shepherdia and Vaccinium scoparium in deep, fine soil; slope 5-10; aspect north.",,,,44.918056,-118.748611,,,,2002-06-30,2002-06-30
1304443162,,PRESENT,Mixed forest of ponderosa pine to subalpine fir.,,,,48.5323,-118.5534,,,,1995-08-16,1995-08-16
1304443161,,PRESENT,"Dry woods and opening, disturbed; soil fine, deep, brown; slope 0-10; aspect ridgetop.",,,,46.136667,-117.425833,,,,2001-07-20,2001-07-20
1304443160,,PRESENT,Open slopes dominated by forbs intermixed with large patches of coniferous forest dominated by Abies lasiocarpa and Picea engelmannii.,,,,43.5186,-110.9542,,,,1991-08-02,1991-08-02
1304443159,,PRESENT,Largely lodgepole pine forests with some stands of Douglas fir and subalpine fir and moist ravines.,,,,43.0619,-110.6906,,,,1992-07-22,1992-07-22
1304443158,,PRESENT,"Lodgepole pine and Douglas fir on north exposures, grass and herb communities and sagebrush on south exposures with Rocky Mountain juniper and some maple on ridges and slopes, also streamside; north exposure.",,,,42.8133,-110.9028,,,,1992-06-19,1992-06-19
1304443157,,PRESENT,"Dry forest with Douglas fir overstory; soil fine, deep, brown; slope 10-20; aspect ravine.",,,,45.941667,-118.001111,,,,2001-07-30,2001-07-30
1304443156,,PRESENT,"Coniferous forest adjacent to creek, dominated by Abies lasiocarpa, Pinus contorta, and Picea engelmannii, some riparian.",,,,43.6295,-111.2315,,,,1991-08-05,1991-08-05
1304443155,,PRESENT,"Older mixed conifer stand near regenerating mixed conifer stand dominated by Douglas fir, with Arctostaphylos and Vaccinium in fine, deep soil; slope 15; aspect: northeast.",,,,45.051139,-118.810139,,,,2002-05-30,2002-05-30
