gbifID,reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues,used_llm
4413513680,,PRESENT,2023-08-10T13:29:09,13:29:09-06:00,222.0,222.0,2023.0,8.0,10.0,2023-08-10 13:29:09,,,NORTH_AMERICA,US,Montana,,,,"Noxon, MT 59853, USA",,,,48.020872,-115.883329,454.0,,2023-08-11T18:09:13,,,True,False,False
4413513466,,PRESENT,2022-09-17T13:03:14,13:03:14-07:00,260.0,260.0,2022.0,9.0,17.0,Sat Sep 17 2022 13:03:14 GMT -0700 (PDT),,,NORTH_AMERICA,US,Washington,,,,"King County, US-WA, US",,,,47.439053,-121.399879,5.0,,2022-09-17T21:26:43,,,True,False,False
4413469601,,PRESENT,2023-08-26T14:12:03,14:12:03-07:00,238.0,238.0,2023.0,8.0,26.0,2023-08-26 14:12:03-07:00,,,NORTH_AMERICA,US,Oregon,,,,"Willamette National Forest, Blue River, OR, US",,,,43.68552,-122.039573,3652.0,,2023-08-28T17:41:17,,,True,False,False
4413446160,,PRESENT,2016-08-10T12:00:11,12:00:11-07:00,223.0,223.0,2016.0,8.0,10.0,2016-08-10 12:00:11-07:00,,,NORTH_AMERICA,CA,British Columbia,,,,"Sunshine Coast, BC, CA",,,,49.488568,-123.567013,95.0,,2023-09-01T17:56:04,,,True,False,False
4413368919,,PRESENT,2023-08-07T14:05:10,14:05:10-07:00,219.0,219.0,2023.0,8.0,7.0,2023-08-07 14:05:10,,,NORTH_AMERICA,US,Oregon,,,,"Crescent Lake, OR 97733, USA",,,,43.638975,-122.041945,,,2023-08-11T16:42:30,,,True,False,False
4413364013,,PRESENT,2022-08-31T12:09:48,12:09:48-07:00,243.0,243.0,2022.0,8.0,31.0,2022-08-31 12:09:48-07:00,,,NORTH_AMERICA,US,Washington,,,,"Washington, US",,,,47.059277,-121.359097,26903.0,,2023-07-24T07:29:25,,,True,False,False
4407556166,,PRESENT,2023-09-02T15:54,15:54:00-07:00,245.0,245.0,2023.0,9.0,2.0,2023/09/02 3:54 PM,,,NORTH_AMERICA,CA,British Columbia,,,,"Metro Vancouver, BC, Canada",,,,49.42351,-123.205864,,,2023-09-03T05:16:24,,,True,False,False
4407525895,,PRESENT,2023-09-02T15:30,15:30:00-07:00,245.0,245.0,2023.0,9.0,2.0,2023/09/02 3:30 PM,,,NORTH_AMERICA,CA,British Columbia,,,,"Metro Vancouver, BC, Canada",,,,49.427928,-123.206926,,,2023-09-03T05:16:19,,,True,False,False
4407517946,,PRESENT,2023-09-02T17:00,17:00:00-07:00,245.0,245.0,2023.0,9.0,2.0,2023/09/02 5:00 PM,,,NORTH_AMERICA,CA,British Columbia,,,,"West Vancouver, BC, Canada",,,,49.40064,-123.20616,,,2023-09-03T05:21:24,,,True,False,False
4407478943,,PRESENT,2023-09-02T15:42,15:42:00-07:00,245.0,245.0,2023.0,9.0,2.0,2023/09/02 3:42 PM,,,NORTH_AMERICA,CA,British Columbia,,,,"Metro Vancouver, BC, Canada",,,,49.426765,-123.20612,,,2023-09-03T05:16:20,,,True,False,False
4407469873,,PRESENT,2023-08-31T13:59:06,13:59:06-07:00,243.0,243.0,2023.0,8.0,31.0,2023-08-31 13:59:06-07:00,,,NORTH_AMERICA,US,Washington,,,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,,,47.457144,-121.350623,26330.0,,2023-09-02T18:10:34,,,True,False,False
4407456187,,PRESENT,2023-09-03T10:48:39,10:48:39-07:00,246.0,246.0,2023.0,9.0,3.0,2023-09-03 10:48:39,,,NORTH_AMERICA,CA,British Columbia,,,,"West Vancouver, BC, Canada",,,,49.398135,-123.205331,1100.0,,2023-09-03T18:39:25,,,True,False,False
4407433891,,PRESENT,2023-09-02T14:52,14:52:00-07:00,245.0,245.0,2023.0,9.0,2.0,2023/09/02 2:52 PM,,,NORTH_AMERICA,CA,British Columbia,,,,"Metro Vancouver, BC, Canada",,,,49.423786,-123.20586,,,2023-09-03T05:05:31,,,True,False,False
4407431938,,PRESENT,2023-09-02T15:25,15:25:00-07:00,245.0,245.0,2023.0,9.0,2.0,2023/09/02 3:25 PM,,,NORTH_AMERICA,CA,British Columbia,,,,"Metro Vancouver, BC, Canada",,,,49.428467,-123.207149,,,2023-09-03T05:16:15,,,True,False,False
4407373890,,PRESENT,2023-09-02T15:39,15:39:00-07:00,245.0,245.0,2023.0,9.0,2.0,2023/09/02 3:39 PM,,,NORTH_AMERICA,CA,British Columbia,,,,"Metro Vancouver, BC, Canada",,,,49.427718,-123.206728,,,2023-09-03T05:16:19,,,True,False,False
4407245224,fruits or seeds,PRESENT,2023-09-02T09:28,09:28:00-07:00,245.0,245.0,2023.0,9.0,2.0,2023/09/02 9:28 AM,,,NORTH_AMERICA,US,Washington,,,,"Kittitas County, WA, USA",,,,47.371589,-121.173881,5.0,,2023-09-03T02:30:24,,,True,False,False
4407188344,,PRESENT,2015-06-09T17:32,17:32:00+08:00,160.0,160.0,2015.0,6.0,9.0,2015/06/09 5:32 PM CST,,,NORTH_AMERICA,US,Washington,,,,"3002 Mt Angeles Rd, Port Angeles, WA 98362美國",,,,47.969175,-123.498478,187.0,,2021-07-16T17:20:46,,,True,False,False
4407163382,,PRESENT,2019-09-20T10:20,10:20:00+08:00,263.0,263.0,2019.0,9.0,20.0,2019/09/20 10:20 AM CST,,,NORTH_AMERICA,US,Washington,,,,美國華盛頓雅基馬縣,,,,46.872316,-121.511967,,,2021-06-23T17:27:24,,,True,False,False
4407136694,,PRESENT,2023-07-21T10:45:42,10:45:42-07:00,202.0,202.0,2023.0,7.0,21.0,2023-07-21 10:45:42,,,NORTH_AMERICA,US,Washington,,,,"Chelan County, WA, USA",,,,48.504335,-120.724967,,,2023-09-02T05:52:46,,,True,False,False
4407101863,,PRESENT,2023-08-29T16:32:15,16:32:15-06:00,241.0,241.0,2023.0,8.0,29.0,2023-08-29 16:32:15-06:00,,,NORTH_AMERICA,CA,British Columbia,,,,"Kootenay National Park, East Kootenay, BC, CA",,,,51.112458,-116.190895,13.0,,2023-08-31T03:01:25,,,True,False,False
4407085499,,PRESENT,2023-08-14T09:56:55,09:56:55-07:00,226.0,226.0,2023.0,8.0,14.0,2023-08-14 09:56:55-07:00,,,NORTH_AMERICA,US,Washington,,,,"Okanogan - Wenatchee National Forest, Leavenworth, WA, US",,,,47.608017,-120.917245,3.0,,2023-08-16T14:55:37,,,True,False,False
4407082703,,PRESENT,2023-07-24T10:51:15,10:51:15-07:00,205.0,205.0,2023.0,7.0,24.0,2023-07-24 10:51:15-07:00,,,NORTH_AMERICA,US,Washington,,,,"Okanogan - Wenatchee National Forest, Leavenworth, WA, US",,,,47.5139,-120.827828,3.0,,2023-07-27T02:51:43,,,True,False,False
4405479893,,PRESENT,2023-08-27T12:14:56,12:14:56-04:00,239.0,239.0,2023.0,8.0,27.0,2023-08-27 12:14:56,,,NORTH_AMERICA,US,Michigan,,,,"Ishpeming Township, MI, USA",,,,46.728539,-87.706384,9.0,,2023-08-27T19:47:38,,,True,False,False
4405427310,,PRESENT,2023-08-21T10:18:31,10:18:31-07:00,233.0,233.0,2023.0,8.0,21.0,2023-08-21 10:18:31-07:00,,,NORTH_AMERICA,CA,British Columbia,,,,"Squamish-Lillooet, BC, CA",,,,50.128197,-122.360962,4.0,,2023-08-23T18:51:22,,,True,False,False
4405417517,,PRESENT,2023-08-26T11:19,11:19:00-07:00,238.0,238.0,2023.0,8.0,26.0,2023/08/26 11:19 AM,,,NORTH_AMERICA,US,Washington,,,,"Pierce County, WA, USA",,,,46.887139,-121.521453,4.0,,2023-08-27T02:35:11,,,True,False,False
4405288537,,PRESENT,2023-06-07T10:27,10:27:00-06:00,158.0,158.0,2023.0,6.0,7.0,2023/06/07 10:27 AM,,,NORTH_AMERICA,US,Montana,,,,"Fergus County, MT, USA",,,,46.811795,-109.494707,,,2023-06-09T14:38:24,,,True,False,False
4405108862,,PRESENT,2023-08-21T14:23:01,14:23:01-07:00,233.0,233.0,2023.0,8.0,21.0,2023-08-21 14:23:01-07:00,,,NORTH_AMERICA,CA,British Columbia,,,,"Okanagan-Similkameen, BC, CA",,,,49.409155,-119.924225,21.0,,2023-08-22T00:59:30,,,True,False,False
4405040424,,PRESENT,2022-07-28T14:22:39,14:22:39-07:00,209.0,209.0,2022.0,7.0,28.0,2022-07-28 14:22:39-07:00,,,NORTH_AMERICA,US,California,,,,"Whiskeytown National Recreation Area, French Gulch, CA, US",,,,40.605095,-122.647063,11.0,,2025-02-15T23:59:37,,,True,False,False
4405013061,,PRESENT,2023-08-23T12:39:32,12:39:32-07:00,235.0,235.0,2023.0,8.0,23.0,2023-08-23 12:39:32,,,NORTH_AMERICA,CA,British Columbia,,,,"West Vancouver, BC V7S, Canada",,,,49.428702,-123.206976,43.0,,2023-08-24T01:04:28,,,True,False,False
4404999457,,PRESENT,2023-06-25T12:40,12:40:00-06:00,176.0,176.0,2023.0,6.0,25.0,2023/06/25 12:40 PM,,,NORTH_AMERICA,US,Montana,,,,"Fergus County, MT, USA",,,,46.793768,-109.507918,,,2023-06-26T01:10:12,,,True,False,False
4404973820,,PRESENT,1999-07-12,,193.0,193.0,1999.0,7.0,12.0,,Steep W-facing slope with Douglas Fir and Aspen; rich loamy soil.,,NORTH_AMERICA,US,Idaho,Franklin,,"Cache NF, Hwy 36 N up Strawberry Canyon, then S ca 0.7 mile on Copenhagen Basin Road",,,,,42.3575,-111.554167,,,,2271.0,,True,False,False
4400473987,,PRESENT,2023-08-16T09:04,09:04:00-07:00,228.0,228.0,2023.0,8.0,16.0,2023/08/16 9:04 AM,,,NORTH_AMERICA,CA,British Columbia,,,,"Squamish-Lillooet, BC, Canada",,,,49.659678,-123.08733,10.0,,2023-08-20T02:18:43,,,True,False,False
4400438278,,PRESENT,2023-08-20T09:36:10,09:36:10-07:00,232.0,232.0,2023.0,8.0,20.0,Sun Aug 20 2023 09:36:10 GMT -0700 (PDT),,,NORTH_AMERICA,US,Washington,,,,"Pierce County, US-WA, US",,,,46.996918,-121.642639,4.0,,2023-08-21T00:06:28,,,True,False,False
4400415606,,PRESENT,2023-08-12T18:01:12,18:01:12-07:00,224.0,224.0,2023.0,8.0,12.0,2023-08-12 18:01:12,,,NORTH_AMERICA,US,Washington,,,,"Okanogan County, US-WA, US",,,,48.982696,-120.201152,7.0,,2023-08-18T02:17:50,,,True,False,False
4400393730,,PRESENT,2023-06-26T09:18:57,09:18:57-07:00,177.0,177.0,2023.0,6.0,26.0,2023-06-26 09:18:57-07:00,,,NORTH_AMERICA,CA,British Columbia,,,,"Central Kootenay, BC, CA",,,,49.465679,-117.449461,157.0,,2023-08-08T21:33:59,,,True,False,False
4400356625,,PRESENT,2023-08-11T13:53,13:53:00-07:00,223.0,223.0,2023.0,8.0,11.0,2023/08/11 1:53 PM,,,NORTH_AMERICA,CA,British Columbia,,,,"Fraser Valley, BC, Canada",,,,49.051571,-120.856308,5.0,,2023-08-18T04:56:18,,,True,False,False
4400352403,,PRESENT,2023-08-08T13:40:32,13:40:32-06:00,220.0,220.0,2023.0,8.0,8.0,2023-08-08 13:40:32,,,NORTH_AMERICA,US,Montana,,,,"Essex, MT 59916, USA",,,,48.275183,-113.644108,,,2023-08-17T12:59:26,,,True,False,False
4400295050,,PRESENT,2023-08-15T10:36:32,10:36:32-07:00,227.0,227.0,2023.0,8.0,15.0,2023-08-15 10:36:32-07:00,,,NORTH_AMERICA,US,Washington,,,,"Mt. Baker-Snoqualmie National Forest, Acme, WA, US",,,,48.706158,-121.813903,4.0,,2023-08-16T01:56:15,,,True,False,False
4400280340,,PRESENT,2023-08-14T12:49,12:49:00-07:00,226.0,226.0,2023.0,8.0,14.0,2023/08/14 12:49 PM,,,NORTH_AMERICA,US,Washington,,,,"Mason County, WA, USA",,,,47.562243,-123.338882,173.0,,2023-08-17T02:26:33,,,True,False,False
4400277158,,PRESENT,2023-08-19T13:53:27,13:53:27-07:00,231.0,231.0,2023.0,8.0,19.0,2023-08-19 13:53:27-07:00,,,NORTH_AMERICA,US,Oregon,,,,"Willamette National Forest, Blue River, OR, US",,,,43.48553,-122.173583,14.0,,2023-08-20T04:25:18,,,True,False,False
4400241168,,PRESENT,2023-08-12T10:27:21,10:27:21-06:00,224.0,224.0,2023.0,8.0,12.0,2023-08-12 10:27:21-06:00,,,NORTH_AMERICA,US,Montana,,,,"Custer Gallatin National Forest, Red Lodge, MT, US",,,,45.079075,-109.399672,4.0,,2023-08-16T14:52:28,,,True,False,False
4400209325,,PRESENT,2023-08-11T09:04:51,09:04:51-07:00,223.0,223.0,2023.0,8.0,11.0,2023-08-11 09:04:51,,,NORTH_AMERICA,US,Washington,,,,"Okanogan County, US-WA, US",,,,48.905414,-120.057536,,,2023-08-17T00:29:51,,,True,False,False
4400187449,,PRESENT,2023-07-03T13:06:28,13:06:28-06:00,184.0,184.0,2023.0,7.0,3.0,2023-07-03 13:06:28,,,NORTH_AMERICA,US,Montana,,,,"Flathead County, US-MT, US",,,,48.429817,-114.446259,,,2023-07-03T20:06:14,,,True,False,False
4400117782,,PRESENT,2023-08-11T15:25,15:25:00-07:00,223.0,223.0,2023.0,8.0,11.0,2023/08/11 3:25 PM,,,NORTH_AMERICA,CA,British Columbia,,,,"Fraser Valley, BC, Canada",,,,49.052605,-120.838081,5.0,,2023-08-18T05:32:18,,,True,False,False
4400111432,,PRESENT,2023-08-09T13:40:14,13:40:14-07:00,221.0,221.0,2023.0,8.0,9.0,2023-08-09 13:40:14,,,NORTH_AMERICA,US,Washington,,,,"Okanogan County, US-WA, US",,,,48.525963,-120.64729,4.0,,2023-08-18T00:40:05,,,True,False,False
4400107748,,PRESENT,2023-07-24T10:35:47,10:35:47-06:00,205.0,205.0,2023.0,7.0,24.0,2023-07-24 10:35:47-06:00,,,NORTH_AMERICA,US,Montana,,,,"Glacier National Park, Babb, MT, US",,,,48.793142,-113.665808,4.0,,2023-07-25T04:54:37,,,True,False,False
4400102092,,PRESENT,2023-08-13T09:25:54,09:25:54-07:00,225.0,225.0,2023.0,8.0,13.0,2023-08-13 09:25:54,,,NORTH_AMERICA,US,Oregon,,,,"MT HOOD PRKDL, OR 97041, USA",,,,45.326558,-121.61354,2133.0,,2023-08-16T02:25:03,,,True,False,False
4400079710,,PRESENT,2023-08-11T08:35,08:35:00-07:00,223.0,223.0,2023.0,8.0,11.0,2023/08/11 8:35 AM,,,NORTH_AMERICA,CA,British Columbia,,,,"Fraser Valley, BC, Canada",,,,49.05616,-120.838295,5.0,,2023-08-16T03:13:04,,,True,False,False
4400069075,,PRESENT,2023-08-09T14:37:05,14:37:05-07:00,221.0,221.0,2023.0,8.0,9.0,2023-08-09 14:37:05-07:00,,,NORTH_AMERICA,US,Washington,,,,"Olympic National Park, Port Angeles, WA, US",,,,47.950451,-123.822645,965.0,,2023-08-17T00:14:05,,,True,False,False
4400054733,,PRESENT,2023-08-11T11:40:17,11:40:17-06:00,223.0,223.0,2023.0,8.0,11.0,2023-08-11 11:40:17-06:00,,,NORTH_AMERICA,US,Wyoming,,,,"Yellowstone National Park, Cody, WY, US",,,,44.603263,-110.174447,20.0,,2023-08-15T04:46:29,,,True,False,False
4400015712,,PRESENT,2023-08-07T12:17:26,12:17:26-07:00,219.0,219.0,2023.0,8.0,7.0,2023-08-07 12:17:26-07:00,,,NORTH_AMERICA,US,Oregon,,,,"Mt. Hood National Forest, Government Camp, OR, US",,,,45.236938,-121.685647,4.0,,2023-08-08T04:04:25,,,True,False,False
4399955657,,PRESENT,2023-06-29T13:50:50,13:50:50-06:00,180.0,180.0,2023.0,6.0,29.0,2023-06-29 13:50:50-06:00,,,NORTH_AMERICA,US,Montana,,,,"Glacier National Park, Babb, MT, US",,,,48.676072,-113.581405,4.0,,2023-06-30T06:00:01,,,True,False,False
4399919154,,PRESENT,2023-08-11T09:13,09:13:00-07:00,223.0,223.0,2023.0,8.0,11.0,2023/08/11 9:13 AM,,,NORTH_AMERICA,CA,British Columbia,,,,"Okanagan-Similkameen, BC, Canada",,,,49.057426,-120.844574,5.0,,2023-08-16T03:47:06,,,True,False,False
4399877304,,PRESENT,2023-08-20T12:31:12,12:31:12-07:00,232.0,232.0,2023.0,8.0,20.0,2023-08-20 12:31:12,,,NORTH_AMERICA,US,Oregon,,,,"Prairie City, OR 97869, USA",,,,44.369812,-118.48484,,,2023-08-21T01:13:43,,,True,False,False
43940756,,PRESENT,,,,,,,,,,,,,,,,Copenhagen University's Arboretum,,,,,55.7847,12.5197,,,,,,False,False,False
43940436,,PRESENT,,,,,,,,,,,,,,,,Copenhagen University's Arboretum,,,,,55.7847,12.5197,,,,,,False,False,False
43939497,,PRESENT,,,,,,,,,,,,,,,,Copenhagen University's Arboretum,,,,,55.7847,12.5197,,,,,,False,False,False
43939489,,PRESENT,,,,,,,,,,,,,,,,Copenhagen University's Arboretum,,,,,55.7847,12.5197,,,,,,False,False,False
43939232,,PRESENT,,,,,,,,,,,,,,,,Copenhagen University's Arboretum,,,,,55.7847,12.5197,,,,,,False,False,False
41855731,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
41855729,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
41855728,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
41855727,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
41855722,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
41855721,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Little Bald Mountain, 10 miles northeast of Harvard, Latah county.",,,,,47.02111,-116.58,,,,1410.0,,True,False,False
41855694,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,Whitehorse Falls Nation Forest Service Campground. Along North Umpqua River and State Highway 138 in Umpqua National Forest.,,,,,43.25,-122.33333,,,,1150.0,,True,False,False
41855691,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
41855690,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
41855689,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
41855687,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
41855686,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
41855684,,PRESENT,,,,,,,,,,,,US,,,,,,,,,39.7837304,-100.445882,,,,,,False,False,False
41855676,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,Scott Lake near OR 126 west of McKenzie Pass in Oregon.,,,,,44.21667,-121.88333,,,,1447.0,,True,False,False
41855675,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"From along road FS 6700, 4.8 miles northwest of WA 2 near Stevens Pass, WA.",,,,,47.81139,-121.04778,,,,1302.0,,True,False,False
41855673,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"From a clearcut on uphill side of FS 401, 7.0 miles from turnoff from FS 302, 15 miles north of Nordman, ID.",,,,,48.76889,-116.97972,,,,1394.0,,True,False,False
41855671,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,At milepost 9 on the Trestle Creek Road in Bonner county.,,,,,48.33,-116.24139,,,,1600.0,,True,False,False
41855670,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"In the town of Sagle, Bonner county.",,,,,48.20444,-116.5875,,,,670.0,,True,False,False
41855668,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Strawberry Wilderness in Malheur Nation Forest; T14S R34E Sec. 30; Strawberry Lake Campground at end of Forest Road 6001. From Prairie City take Highway 60 (Strawberry Road) south, which becomes Forest Road 6001.",,,,,44.3,-119.68333,,,,1828.0,,True,False,False
41855644,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Gifford Pinchot National Forest. FR 30 to FR 24, south 1.3 km to Sawtooth Huckleberry Fields (Mt. Adams Huckleberry Fields). Skamania County.",,,,,46.09306,-121.76806,,,,0.0,,True,False,False
41855643,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Wenatchee National Forest. From US 12, at Dog Lake NFS Campground on unmarked trail around south side of lake. T14N R11E Sec 36. Lewis County.",,,,,46.65694,-121.36528,,,,1295.0,,True,False,False
41855642,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Gifford Pinchot National Forest. End of FR 5260. T14N R8E Sec 13 and Sec 12, T14N R9E Sec 18. Washington County.",,,,,46.70833,-121.73333,,,,1175.0,,True,False,False
41855641,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,Wenatchee National Forest. T26N R14E/R13E Sec 11 and Sec 14. Washington County. In open fields to the north of Steven's Pass.,,,,,47.66667,-121.09028,,,,1525.0,,True,False,False
41855638,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"3 miles south of Lionhead Campground on the east side of Priest Lake in Bonner County, Idaho.",,,,,48.705,-116.835,,,,745.0,,True,False,False
41855634,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,South end of Waldo Lake near Shadow Bay Campground,,,,,43.75,-122.08333,,,,1660.0,,True,False,False
41855633,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Jawbone Flats, alongside road in a dense old growth forest",,,,,44.21667,-123.76667,,,,900.0,,True,False,False
41855631,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,Roadside on McKenzie Pass near Frog Camp,,,,,44.5,-122.5,,,,,,True,False,False
41855630,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Flathead Nat'l Forest, Coal Ridge, in old clearcut",,,,,48.5,-114.0,,,,1645.0,,True,False,False
41855629,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Coeur d'Alene Nat'l Forest, Revett Lake, along trailsides",,,,,47.5,-116.0,,,,1585.0,,True,False,False
41855628,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Kaniksu Nat'l Forest, Luby Bay on Priest Lake, wet, lush",,,,,48.25,-116.5,,,,700.0,,True,False,False
41855627,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Coeur d'Alene Nat'l Forest, Dobson Pass",,,,,47.5,-116.0,,,,1235.0,,True,False,False
41855626,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Bitterroot Nat'l Forest, Hell's Half Acre Saddle, very dry",,,,,45.83333,-115.25,,,,1980.0,,True,False,False
41855625,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"At shoreline of alpine lake, west slope of North Sister Mt.",,,,,41.0,-122.41667,,,,1500.0,,True,False,False
41855624,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Shoshone Nat'l Forest, Fox Creek, near campground",,,,,44.5,-109.5,,,,2073.0,,True,False,False
41855623,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,Royal Falls on McDowell Creek 10 miles east of Sweet Home,,,,,44.0,-123.0,,,,200.0,,True,False,False
41855621,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Plumas Nat'l Forest, along Coldwater Creek, N slope",,,,,39.83333,-121.58333,,,,1470.0,,True,False,False
41855620,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,Deschutes Nat'l Forest,,,,,43.83333,-122.33333,,,,,,True,False,False
41855619,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Willamette Nat'l Forest, old clearcut below Knutson Saddle",,,,,43.16667,-121.5,,,,1500.0,,True,False,False
41855618,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Deschutes Nat'l Forest, trailside in partial shade",,,,,43.5,-121.5,,,,1000.0,,True,False,False
41855617,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Rogue River Nat'l Forest, East aspect, 20 degree slope",,,,,42.83333,-122.5,,,,1580.0,,True,False,False
41855615,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Rogue River Nat'l Forest, East aspect, 45 degree slope",,,,,42.83333,-122.5,,,,1600.0,,True,False,False
41855614,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Olympic Nat'l Forest, 10 yr old clearcut, south aspect",,,,,47.66667,-123.0,,,,1130.0,,True,False,False
41855613,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Olympic Nat'l Forest, open woodland along road",,,,,47.83333,-123.5,,,,1460.0,,True,False,False
41855612,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Gifford Pinchot Nat'l Forest, clearcut, south aspect",,,,,46.5,-122.0,,,,1220.0,,True,False,False
41855611,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Gifford Pinchot Nat'l Forest, old clearcut, S-SW aspect",,,,,46.5,-122.0,,,,1400.0,,True,False,False
41855609,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Gifford Pinchot Nat'l forest, clearcut area, North aspect",,,,,46.0,-122.0,,,,1280.0,,True,False,False
41855608,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Gifford Pinchot Nat'l Forest, Pacific Crest Trail",,,,,45.83333,-121.66667,,,,1400.0,,True,False,False
41855607,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Gifford Pinchot Nat'l Forest, slopes above road in old burn",,,,,46.0,-122.0,,,,1160.0,,True,False,False
41855605,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Gifford Pinchot Nat'l Forest,, roadside near Wind River",,,,,46.0,-122.0,,,,1040.0,,True,False,False
41855604,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Deschutes Nat'l Forest, open woodland near Link Lake",,,,,41.0,-121.0,,,,150.0,,True,False,False
41855603,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Olympic Nat'l Forest, clearcut, steep slopes, dry",,,,,47.66667,-123.0,,,,1000.0,,True,False,False
41855602,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Deschutes Nat'l Forest, open woodland along roadside",,,,,42.83333,-122.16667,,,,1530.0,,True,False,False
41855601,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Willamette Nat'l Forest, from roadside and woods edge",,,,,44.5,-121.83333,,,,1130.0,,True,False,False
41855600,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Willamette Nat'l Forest, edge of clearcut, northwest aspect",,,,,44.33333,-122.16667,,,,1370.0,,True,False,False
41855598,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Willamette Nat'l Forest, from alongside Parrish Lake Road",,,,,44.5,-122.33333,,,,1040.0,,True,False,False
41855597,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,Willamette Nat'l Forest roadside to woods edge,,,,,44.5,-122.16667,,,,1040.0,,True,False,False
41855596,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,,,,"Willamette Nat'l Forest, Twin Meadows Rd, west aspect",,,,,44.5,-122.16667,,,,820.0,,True,False,False
